,solar_cf,wind_onshore_cf,wind_offshore_cf
2021-01-01 00:00:00+01:00,0.0,0.0,0.0
2021-01-01 01:00:00+01:00,0.0,0.0,0.0
2021-01-01 02:00:00+01:00,0.0,0.0,0.0
2021-01-01 03:00:00+01:00,0.0,0.0,0.0
2021-01-01 04:00:00+01:00,0.0,0.0,0.0
2021-01-01 05:00:00+01:00,0.0,0.0,0.0
2021-01-01 06:00:00+01:00,0.0,0.0,0.0
2021-01-01 07:00:00+01:00,0.0,0.0,0.0
2021-01-01 08:00:00+01:00,0.0,0.0,0.0
2021-01-01 09:00:00+01:00,0.0,0.0,0.0
2021-01-01 10:00:00+01:00,0.0,0.0,0.0
2021-01-01 11:00:00+01:00,0.0,0.0,0.0
2021-01-01 12:00:00+01:00,0.0,0.0,0.0
2021-01-01 13:00:00+01:00,0.0,0.0,0.0
2021-01-01 14:00:00+01:00,0.0,0.0,0.0
2021-01-01 15:00:00+01:00,0.0,0.0,0.0
2021-01-01 16:00:00+01:00,0.0,0.0,0.0
2021-01-01 17:00:00+01:00,0.0,0.0,0.0
2021-01-01 18:00:00+01:00,0.0,0.0,0.0
2021-01-01 19:00:00+01:00,0.0,0.0,0.0
2021-01-01 20:00:00+01:00,0.0,0.0,0.0
2021-01-01 21:00:00+01:00,0.0,0.0,0.0
2021-01-01 22:00:00+01:00,0.0,0.0,0.0
2021-01-01 23:00:00+01:00,0.0,0.0,0.0
2021-01-02 00:00:00+01:00,0.0,0.06203309243058197,0.16341265968772178
2021-01-02 01:00:00+01:00,0.0,0.06782141498668695,0.09113289567068843
2021-01-02 02:00:00+01:00,0.0,0.060318562190947125,0.008610938608942513
2021-01-02 03:00:00+01:00,0.0,0.06315424115633321,0.0
2021-01-02 04:00:00+01:00,0.0,0.06572080639026245,0.002608232789212207
2021-01-02 05:00:00+01:00,0.0,0.062303157093952066,0.015923305535841023
2021-01-02 06:00:00+01:00,0.0,0.04726321795359452,0.03766301454932576
2021-01-02 07:00:00+01:00,0.0,0.03943990110308102,0.041039744499645134
2021-01-02 08:00:00+01:00,6.370677338769644e-05,0.029973373906428298,0.040680447125621
2021-01-02 09:00:00+01:00,0.013614450784950998,0.021572841384556868,0.03210610361958836
2021-01-02 10:00:00+01:00,0.05289803156513965,0.02596614682388741,0.05377151348474095
2021-01-02 11:00:00+01:00,0.07166333163448603,0.021703119056675543,0.00376818665720369
2021-01-02 12:00:00+01:00,0.08291645431075537,0.010838721947508559,0.003758206174591909
2021-01-02 13:00:00+01:00,0.08707932642097435,0.002687333586915177,0.0006997427253371184
2021-01-02 14:00:00+01:00,0.0773666544126862,0.002086344617725371,0.015890037260468417
2021-01-02 15:00:00+01:00,0.031145823759911102,0.002533282616964625,0.024392299503193753
2021-01-02 16:00:00+01:00,0.0034902956829783857,0.0032398250285279573,0.04640813520227111
2021-01-02 17:00:00+01:00,0.0,0.003171357930772157,0.0505389460610362
2021-01-02 18:00:00+01:00,0.0,0.0030496386458729557,0.0425013307310149
2021-01-02 19:00:00+01:00,0.0,0.0026264739444655763,0.062067512420156144
2021-01-02 20:00:00+01:00,0.0,0.0024686192468619246,0.052712473385379696
2021-01-02 21:00:00+01:00,0.0,0.0027348801825789275,0.04482567423704755
2021-01-02 22:00:00+01:00,0.0,0.0032712057816660324,0.010917539034776437
2021-01-02 23:00:00+01:00,0.0,0.00350418410041841,0.004223962029808375
2021-01-03 00:00:00+01:00,0.0,0.00396728794218334,0.0
2021-01-03 01:00:00+01:00,0.0,0.005106504374286802,0.004135246628814762
2021-01-03 02:00:00+01:00,0.0,0.006112590338531761,0.0039056955287437895
2021-01-03 03:00:00+01:00,0.0,0.00890262457208064,0.0
2021-01-03 04:00:00+01:00,0.0,0.010513503233168506,0.039975159687721785
2021-01-03 05:00:00+01:00,0.0,0.015993723849372386,0.07571526792051099
2021-01-03 06:00:00+01:00,0.0,0.024446557626473943,0.1334235273243435
2021-01-03 07:00:00+01:00,0.0,0.03483168505135033,0.10910109119943222
2021-01-03 08:00:00+01:00,4.334149337031807e-05,0.04144256371243819,0.17607456529453513
2021-01-03 09:00:00+01:00,0.004529447150531794,0.05098136173449981,0.16402257806955287
2021-01-03 10:00:00+01:00,0.020907831964508013,0.05707873716241917,0.1978164921930447
2021-01-03 11:00:00+01:00,0.040886693848223306,0.07512647394446557,0.18528765968772176
2021-01-03 12:00:00+01:00,0.04862915556149688,0.09483929250665653,0.14387863733144074
2021-01-03 13:00:00+01:00,0.04176031214230213,0.10340338531761127,0.19022688963804116
2021-01-03 14:00:00+01:00,0.027825760930411315,0.13591574743248383,0.4020848119233499
2021-01-03 15:00:00+01:00,0.010707437609137014,0.1595777862305059,0.5907092796309439
2021-01-03 16:00:00+01:00,0.0010809264009223904,0.1863769494104222,0.6988056689141234
2021-01-03 17:00:00+01:00,0.0,0.18187333586915178,0.6504690826827537
