,solar-rooftop,onwind,offwind
2023-12-12 19:45:00+01:00,0.0,0.08971733017611366,0.3662397130196244
2023-12-12 20:00:00+01:00,0.0,0.08322184401361551,0.36980375606668076
2023-12-12 20:15:00+01:00,0.0,0.08356963149326624,0.44557712597594434
2023-12-12 20:30:00+01:00,0.0,0.08184253366878792,0.5150305971723993
2023-12-12 20:45:00+01:00,0.0,0.08076957229539737,0.4897277906731378
2023-12-12 21:00:00+01:00,0.0,0.09039810566819595,0.4557396075121334
2023-12-12 21:15:00+01:00,0.0,0.09770164274086132,0.45253640008440604
2023-12-12 21:30:00+01:00,0.0,0.09921562823738345,0.4573791939227685
2023-12-12 21:45:00+01:00,0.0,0.10377238419416902,0.4515003165224731
2023-12-12 22:00:00+01:00,0.0,0.10655468403137487,0.44328128297109093
2023-12-12 22:15:00+01:00,0.0,0.10260026639040994,0.4436336779911374
2023-12-12 22:30:00+01:00,0.0,0.10267130383306201,0.4707744249841739
2023-12-12 22:45:00+01:00,0.0,0.10538700606778156,0.47993036505591896
2023-12-12 23:00:00+01:00,0.0,0.11463963297321296,0.47824013504958857
2023-12-12 23:15:00+01:00,0.0,0.11905727393813823,0.4563536611099388
2023-12-12 23:30:00+01:00,0.0,0.12520349267426373,0.4393922768516565
2023-12-12 23:45:00+01:00,0.0,0.12409205268610331,0.43286136315678414
2023-12-13 00:00:00+01:00,0.0,0.1273035370726654,0.43378771892804385
2023-12-13 00:15:00+01:00,0.0,0.12516353411277195,0.4336674403882676
2023-12-13 00:30:00+01:00,0.0,0.1239928962557348,0.42757332770626716
2023-12-13 00:45:00+01:00,0.0,0.12269942282077846,0.4228128297109095
2023-12-13 01:00:00+01:00,0.0,0.12971733017611367,0.420238446929732
2023-12-13 01:15:00+01:00,0.0,0.12373538552612107,0.3887824435534923
2023-12-13 01:30:00+01:00,0.0,0.11753292881456268,0.3437877189280439
2023-12-13 01:45:00+01:00,0.0,0.11596714518277343,0.2995969613842583
2023-12-13 02:00:00+01:00,0.0,0.11837649844605594,0.25495041147921504
2023-12-13 02:15:00+01:00,0.0,0.11831878052390114,0.23040092846592106
2023-12-13 02:30:00+01:00,0.0,0.12091164718070149,0.22432369698248575
2023-12-13 02:45:00+01:00,0.0,0.12329140150954566,0.21450305971723993
2023-12-13 03:00:00+01:00,0.0,0.12619653692467073,0.2056615319687698
2023-12-13 03:15:00+01:00,0.0,0.12803463075329288,0.20257860308081874
